"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
315,"Dishoom Birmingham","Restaurant","One Chamberlain Sq","Birmingham","B3 3AX",52.4811,-1.9028,"https://www.dishoom.com","+44 121 227 3215","08:00-23:00",2,4.6,90,"indian,restaurant","","Popular Bombay-style cafÃ©.","","",0
316,"Hyatt Regency Birmingham","Hotel","2 Bridge St","Birmingham","B1 2JZ",52.4764,-1.9087,"https://www.hyatt.com","+44 121 643 1234","24 hours",3,4.5,0,"hotel,luxury","","Upscale hotel near Brindleyplace.","","",0
317,"The Eagle and Child","Pub","49 St Giles'","Oxford","OX1 3LU",51.7541,-1.2587,"https://www.greeneking.co.uk","+44 1865 302925","11:00-23:00",2,4.4,90,"historic pub,food","","Famous literary pub linked to Tolkien.","","",0
318,"International Slavery Museum","Attraction","Royal Albert Dock","Liverpool","L3 4AQ",53.4011,-2.9917,"https://www.liverpoolmuseums.org.uk/international-slavery-museum","","Varies",1,5.0,90,"museum;history","","Museum exploring the history and legacy of the transatlantic slave trade.","The International Slavery Museum in Liverpool offers a profoundly moving and essential experience, delving into the complex and often harrowing history of the transatlantic slave trade and its lasting legacy. This museum meticulously examines the events, individuals, and systems involved, providing a comprehensive historical account that is both informative and deeply affecting. Visitors often find themselves grappling with difficult truths and reflecting on the profound injustices of the past. Many guests return to the museum to engage with its powerful exhibits and thoughtful displays, appreciating the immersive atmosphere and the opportunity for continued learning. It’s a place where history truly comes to life, prompting important conversations and fostering a greater understanding of the ongoing impact of slavery on societies around the world.","2026-04-20 13:07:49",0
319,"Tate Liverpool","Attraction","Royal Albert Dock","Liverpool","L3 4BB",53.4008,-2.9926,"https://www.tate.org.uk/visit/tate-liverpool","","Varies",2,4.4,90,"art;gallery","","Major modern art gallery located at the Albert Dock.","","",0
320,"Walker Art Gallery","Attraction","William Brown Street","Liverpool","L3 8EL",53.4094,-2.9812,"https://www.liverpoolmuseums.org.uk/walker-art-gallery","","Varies",1,4.6,90,"art;gallery","","National gallery housing paintings from the 13th century to today.","","",0
321,"World Museum Liverpool","Attraction","William Brown Street","Liverpool","L3 8EN",53.4097,-2.9816,"https://www.liverpoolmuseums.org.uk/world-museum","","Varies",1,4.6,120,"museum;science","","Natural history and science museum with planetarium.","","",0
322,"Anfield Stadium Tour","Attraction","Anfield Road","Liverpool","L4 0TH",53.4308,-2.9608,"https://www.liverpoolfc.com/stadium-tours","","Varies",3,4.8,120,"football;stadium","","Home stadium of Liverpool FC offering behind-the-scenes tours.","","",0
323,"Goodison Park Stadium Tour","Attraction","Goodison Road","Liverpool","L4 4EL",53.4388,-2.9663,"https://www.evertonfc.com","","Varies",3,4.6,120,"football;stadium","","Historic stadium of Everton FC offering guided tours.","","",0
324,"Liverpool Cathedral","Attraction","St James Mount","Liverpool","L1 7AZ",53.3977,-2.9718,"https://liverpoolcathedral.org.uk","","Varies",1,4.8,90,"cathedral;historic","","Largest cathedral in Britain with panoramic tower views.","","",0
325,"Liverpool Metropolitan Cathedral","Attraction","Mount Pleasant","Liverpool","L3 5TQ",53.4046,-2.9696,"https://www.liverpoolmetrocathedral.org.uk","","Varies",1,4.6,60,"cathedral;modern","","Modern circular cathedral known for its striking architecture.","","",0
326,"St George's Hall","Attraction","St George's Place","Liverpool","L1 1JJ",53.4079,-2.9814,"https://stgeorgeshallliverpool.co.uk","","Varies",2,4.7,60,"historic;architecture","","Iconic neoclassical building used for events and exhibitions.","","",0
327,"Royal Albert Dock Liverpool","Attraction","Albert Dock","Liverpool","L3 4AA",53.4008,-2.9919,"https://albertdock.com","","24h",1,4.7,90,"waterfront;historic","","Historic waterfront complex with museums","","",0
328,"Pier Head and The Three Graces","Attraction","Pier Head","Liverpool","L3 1BY",53.4065,-2.995,"https://www.visitliverpool.com","","24h",1,4.7,45,"landmark;architecture","","Waterfront landmark featuring Liverpoolâ€™s iconic Three Graces buildings.","","",0
329,"The Cavern Club","Attraction","10 Mathew Street","Liverpool","L2 6RE",53.4066,-2.9881,"https://www.cavernclub.com","","Varies",2,4.7,90,"music;beatles","","Legendary music venue where The Beatles famously performed.","","",0
330,"British Music Experience","Attraction","Cunard Building Pier Head","Liverpool","L3 1DS",53.4073,-2.9948,"https://www.britishmusicexperience.com","","Varies",3,4.4,90,"museum;music","","Interactive museum celebrating British music history.","","",0
331,"Western Approaches Museum","Attraction","1-3 Rumford Street","Liverpool","L2 8SZ",53.407,-2.9926,"https://liverpoolwarmuseum.co.uk","","Varies",2,4.7,90,"museum;war","","Secret WWII bunker used for Battle of the Atlantic operations.","","",0
332,"Sefton Park","Attraction","Sefton Park","Liverpool","L17 1AP",53.3817,-2.9434,"https://liverpool.gov.uk","","24h",1,4.7,90,"park;nature","","Large Victorian park featuring lakes and the Palm House.","Sefton Park is a magnificent Victorian park offering a tranquil escape within Liverpool. Spanning a vast area, it’s a haven of nature and a beautiful example of park design from a bygone era. Visitors often find themselves captivated by the expansive lawns, mature trees, and the serene beauty of its lakes. The park’s centerpiece is undoubtedly the Palm House, a stunning glasshouse housing a remarkable collection of exotic plants, transporting visitors to a tropical climate. Beyond the Palm House, Sefton Park provides a wonderful space for leisurely strolls, picnics, and simply enjoying the outdoors. Many guests come back for the atmosphere, appreciating the sense of history and the peaceful surroundings. It’s a popular destination for families and anyone seeking a relaxing day immersed in nature’s splendor.","2026-04-20 17:15:42",0
333,"Sefton Park Palm House","Attraction","Sefton Park","Liverpool","L17 1AP",53.3812,-2.9428,"https://palmhouse.org.uk","","Varies",1,4.6,60,"garden;historic","","Victorian glasshouse hosting events and exhibitions.","","",0
334,"FACT Liverpool","Attraction","88 Wood Street","Liverpool","L1 4DQ",53.4022,-2.9783,"https://www.fact.co.uk","","Varies",2,4.3,60,"art;media","","Centre for film","","",0
335,"Leighton House Museum","Museum","12 Holland Park Road","Kensington London","W14 8LZ",51.4967,-0.2059,"https://www.rbkc.gov.uk/leightonhouse","","Varies",2,4.6,90,"museum;art","","Historic home and studio of Victorian artist Frederic Leighton.","Leighton House Museum offers a truly unique glimpse into the life and work of Victorian artist Frederic Leighton. This magnificent historic home, now a museum, is more than just a building; it’s a preserved studio and residence brimming with opulent detail and artistic treasures. Visitors are immediately struck by the sheer scale and lavish decoration, a testament to Leighton’s wealth and ambition, and the museum’s design reflects his artistic sensibilities. Many guests describe a feeling of stepping back in time, captivated by the intricate mosaics, exotic furnishings, and the palpable atmosphere of a creative mind at work. It’s a space where one can easily imagine Leighton himself amidst his paintings and sculptures, and visitors often find themselves returning to appreciate the beauty and tranquility of this remarkable museum.","2026-04-19 18:12:17",0
336,"The Wallace Collection","Attraction","Hertford House Manchester Square","London","W1U 3BN",51.5172,-0.1527,"https://www.wallacecollection.org","","Varies",1,4.7,90,"museum;art","","National museum displaying fine and decorative arts in a historic townhouse.","","",0
337,"Sir John Soane's Museum","Museum","13 Lincoln's Inn Fields","London","WC2A 3BP",51.5163,-0.1174,"https://www.soane.org","","Varies",1,4.7,60,"museum;historic","","Unique museum set in the former home of architect Sir John Soane.","","",0
338,"The Postal Museum","Attraction","15-20 Phoenix Place","London","WC1X 0DA",51.525,-0.1122,"https://www.postalmuseum.org","","Varies",2,4.5,90,"museum;history","","Interactive museum exploring the history of Britain's postal service.","","",0
339,"London Transport Museum","Attraction","Covent Garden Piazza","London","WC2E 7BB",51.5119,-0.1221,"https://www.ltmuseum.co.uk","","Varies",3,4.6,90,"museum;transport","","Museum showcasing Londonâ€™s transport history and iconic vehicles.","","",0
340,"The Garden Museum","Attraction","Lambeth Palace Road","London","SE1 7LB",51.4959,-0.1183,"https://gardenmuseum.org.uk","","Varies",2,4.4,60,"museum;garden","","Museum dedicated to the history and culture of gardening.","The Garden Museum offers a unique and surprisingly engaging experience for anyone with an interest in the history and culture of gardening. This museum, housed within a beautifully restored Victorian nursery, meticulously chronicles the evolution of gardens from formal estates to modern urban spaces. Visitors often find themselves captivated by the displays of antique tools, botanical illustrations, and fascinating stories about the people who shaped our relationship with plants and landscapes. Beyond the museum itself, the museum’s garden provides a tranquil and evocative space to reflect on the exhibits. Many guests come back for the atmosphere, enjoying the carefully curated planting schemes and the sense of stepping back in time. It’s a truly special destination, blending the best of a museum and a garden into a memorable visit.","2026-04-18 12:30:49",0
341,"Design Museum","Attraction","224-238 Kensington High Street","London","W8 6AG",51.5009,-0.1995,"https://designmuseum.org","","Varies",3,4.5,90,"museum;design","","Modern museum celebrating contemporary design and innovation.","","",0
342,"The Courtauld Gallery","Attraction","Somerset House Strand","London","WC2R 0RN",51.5113,-0.116,"https://courtauld.ac.uk/gallery","","Varies",3,4.6,90,"art;gallery","","Renowned gallery housing masterpieces including Impressionist works.","","",0
343,"Hunterian Museum","Attraction","38-43 Lincoln's Inn Fields","London","WC2A 3PE",51.5161,-0.1173,"https://hunterianmuseum.org","","Varies",1,4.5,60,"museum;science","","Medical history museum curated by the Royal College of Surgeons.","","",0
344,"The Monument to the Great Fire of London","Attraction","Monument Street","London","EC3R 8AH",51.5101,-0.0859,"https://www.themonument.org.uk","","Varies",2,4.6,45,"landmark;historic","","Historic column commemorating the Great Fire of London.","The Monument to the Great Fire of London stands as a powerful and evocative landmark, a towering column commemorating the devastating blaze that reshaped the city in 1666. This historic structure, designed by Dr. John Evelyn and Sir Christopher Wren, offers a poignant reminder of a pivotal moment in London’s history. Visitors often find themselves drawn to its imposing presence, contemplating the scale of the fire and the subsequent rebuilding efforts that followed. Ascending the spiral staircase to the viewing gallery at the top provides breathtaking panoramic views of the city, a perspective that truly emphasizes London’s resilience and growth. Many guests come back for the atmosphere, appreciating the solemn beauty of the monument and the sense of connection to the past it embodies.","2026-04-22 21:46:28",0
345,"Golden Hinde","Attraction","St Mary Overie Dock Cathedral Street","London","SE1 9DE",51.5066,-0.0902,"https://www.goldenhinde.co.uk","","Varies",2,4.4,60,"history;ship","","Full-size reconstruction of Sir Francis Drakeâ€™s famous galleon.","","",0
346,"Charles Dickens Museum","Attraction","48 Doughty Street","London","WC1N 2LX",51.5236,-0.1168,"https://dickensmuseum.com","","Varies",2,4.5,60,"museum;literature","","Museum located in the former home of author Charles Dickens.","Step back in time and immerse yourself in the world of Charles Dickens at his former London home, now the Charles Dickens Museum. Located in a beautifully preserved Victorian townhouse, the museum offers a fascinating glimpse into the life and work of one of England’s most beloved authors. Visitors often find themselves captivated by the intimate details of Dickens’ daily existence, exploring his study where he penned some of his most iconic novels and gaining a deeper understanding of the literary landscape of 19th-century London. The museum is a significant site for literature enthusiasts and history buffs alike, providing a tangible connection to a remarkable creative mind. Many guests come back for the atmosphere, appreciating the sense of stepping into Dickens’ world and reflecting on the enduring impact of his stories. It’s a truly rewarding experience for anyone interested in Victorian England and the legacy of a literary giant.","2026-04-18 12:30:30",0
347,"London Mithraeum Bloomberg SPACE","Attraction","12 Walbrook","London","EC4N 8AA",51.5127,-0.0908,"https://www.londonmithraeum.com","","Varies",1,4.7,45,"museum;roman","","Restored Roman temple discovered beneath the City of London.","Nestled within the bustling heart of the City of London lies London Mithraeum Bloomberg SPACE, a truly remarkable museum offering a glimpse into a hidden past. This extraordinary site is the remarkably restored remains of a Roman temple, unearthed during excavations beneath what is now Bloomberg’s headquarters. The temple, dedicated to the god Mithras, provides a tangible connection to Roman Britain and a fascinating insight into the religious practices of a long-lost civilization. Visitors often describe a powerful and evocative atmosphere, a sense of stepping back in time as they explore the carefully reconstructed space. Many guests come back for the unique combination of ancient history and modern architecture, appreciating the way the temple’s secrets are revealed within a contemporary setting. It’s a place where the echoes of Roman rituals resonate alongside the energy of modern London, creating a memorable and thought-provoking experience.","2026-04-19 15:01:26",0
348,"Queen's House Greenwich","Attraction","Romney Road Greenwich","London","SE10 9NF",51.4812,-0.0056,"https://www.rmg.co.uk/queens-house","","Varies",1,4.6,60,"art;historic","","Elegant 17th-century royal residence and art gallery.","","",0
349,"Cutty Sark","Attraction","King William Walk Greenwich","London","SE10 9HT",51.4826,-0.009,"https://www.rmg.co.uk/cutty-sark","","Varies",3,4.5,90,"ship;maritime","","Historic tea clipper ship preserved in Greenwich.","","",0
350,"National Army Museum","Attraction","Royal Hospital Road","London","SW3 4HT",51.4875,-0.1592,"https://www.nam.ac.uk","","Varies",1,4.6,90,"museum;military","","Museum exploring the history of the British Army.","","",0
351,"The Cartoon Museum","Attraction","63 Wells Street","London","W1A 3AE",51.517,-0.1402,"https://www.cartoonmuseum.org","","Varies",2,4.5,60,"museum;art","","Museum dedicated to British cartoons","","",0
352,"Grant Museum of Zoology","Attraction","Rockefeller Building University College London","London","WC1E 6DE",51.5233,-0.1343,"https://www.ucl.ac.uk/culture/grant-museum","","Varies",1,4.6,60,"museum;science","","University museum featuring thousands of zoological specimens.","","",0
353,"Dulwich Picture Gallery","Gallery","Gallery Road Dulwich","London","SE21 7AD",51.4415,-0.0857,"https://www.dulwichpicturegallery.org.uk","","Varies",2,4.6,90,"art;gallery","","Englandâ€™s first purpose-built public art gallery.","","",0
354,"Telegraph Hotel","Hotel","157 Corporation Street"," Coventry"," CV1 1GU",52.4098,-1.5109,"https://telegraph-hotel.com","02475261800","Varies",3,4.6,720,"hotel;city-centre","","Boutique hotel inside Coventry's former newspaper headquarters.","The Telegraph Hotel offers a truly unique experience in the heart of Coventry. Situated within the historic former headquarters of the Coventry Telegraph newspaper, this boutique hotel seamlessly blends heritage with contemporary style. Located in the city centre, it’s an ideal base for exploring Coventry’s rich history, vibrant cultural scene, and convenient transport links. Visitors often describe the hotel as possessing a distinctive and memorable atmosphere, a result of its fascinating past. Many guests appreciate the stylish design and comfortable accommodations, and consistently comment on the friendly and attentive service. It’s a place where history and hospitality combine to create a welcoming and enjoyable stay.","2026-04-17 19:58:34",0
355,"Coombe Abbey Hotel","Hotel","Brinklow Road Binley"," Coventry"," CV3 2AB",52.4026,-1.4254,"https://www.coombeabbey.com","02476450600","Varies",4,4.5,720,"hotel;historic","","Luxury hotel set in a restored 12th-century abbey surrounded by parkland.","","",0
356,"Ramada Hotel & Suites Coventry","Hotel","The Butts Earlsdon"," Coventry"," CV1 3GG",52.4047,-1.5193,"https://www.wyndhamhotels.com/ramada","02476238300","Varies",3,4.1,720,"hotel;city-centre","","Modern hotel offering suites and conference facilities near the city centre.","","",0
357,"DoubleTree by Hilton Coventry","Hotel","Paradise Way Walsgrave Triangle"," Coventry"," CV2 2ST",52.4207,-1.452,"https://www.hilton.com","02476602120","Varies",4,4.2,720,"hotel;business","","Upscale hotel with spa and conference spaces near the M6.","The DoubleTree by Hilton Coventry offers a sophisticated and convenient base for both business and leisure travelers. Situated near the M6 motorway, this upscale hotel provides easy access to the surrounding area and is a popular choice for those seeking a comfortable and well-equipped stay. Visitors often appreciate the hotel’s modern facilities, including a relaxing spa and versatile conference spaces suitable for meetings and events. Many guests comment on the hotel’s pleasant atmosphere and the quality of its service, making it a favored destination for those looking for a reliable and enjoyable experience. It’s a place where business travelers can conduct meetings effectively and those seeking a little respite can unwind, contributing to its reputation as a strong hotel choice in Coventry.","2026-04-16 17:21:25",0
358,"Ibis Coventry Centre","Hotel","Mile Lane"," Coventry"," CV1 2LN",52.4029,-1.5066,"https://all.accor.com","02476250100","Varies",2,4.1,720,"hotel;budget","","Affordable modern hotel within walking distance of the railway station.","","",0
359,"Novotel Coventry M6 J3","Hotel","Wilsons Lane Longford"," Coventry"," CV6 6HL",52.4424,-1.4864,"https://all.accor.com","02476368888","Varies",3,4.1,720,"hotel;family","","Contemporary hotel near the M6 popular for business and family stays.","","",0
360,"Britannia Coventry Hill Hotel","Hotel","Rye Hill Allesley"," Coventry"," CV5 9PH",52.4158,-1.562,"https://www.britanniahotels.com","02476674477","Varies",2,3.5,720,"hotel;budget","","Large suburban hotel with conference facilities and easy motorway access.","The Britannia Coventry Hill Hotel offers a comfortable and practical base for travellers exploring Coventry and the surrounding area. This large suburban hotel is ideally situated for those needing easy access to the M6 motorway, making it a convenient stopover for journeys across the country. It’s a budget-friendly option that provides all the essential amenities, including ample parking and a welcoming atmosphere. Visitors often appreciate the hotel’s extensive conference facilities, catering to both business and group events. Many guests comment on the friendly service and the hotel’s overall value, with a noticeable number returning for repeat stays, drawn by its reliable quality and convenient location.","2026-04-17 19:37:25",0
361,"Premier Inn Coventry City Centre Belgrade Plaza","Hotel","Belgrade Plaza Upper Well Street"," Coventry"," CV1 4BF",52.4092,-1.5125,"https://www.premierinn.com","03333217718","Varies",2,4.3,720,"hotel;city-centre","","Reliable budget chain hotel in the heart of Coventry.","","",0
362,"Premier Inn Coventry East Binley A46","Hotel","Rugby Road Binley Woods"," Coventry"," CV3 2TA",52.392,-1.4477,"https://www.premierinn.com","03333217770","Varies",2,4.3,720,"hotel;budget","","Convenient roadside hotel close to major routes.","The Premier Inn Coventry East Binley, situated conveniently close to the A46, offers a practical and affordable base for exploring Coventry and the surrounding area. This budget-friendly hotel is a popular choice for travelers seeking a straightforward and reliable stay, particularly those arriving by car. Its roadside location provides easy access to major routes, making it ideal for those passing through or visiting local attractions. Visitors often appreciate the hotel’s simple, comfortable rooms and consistently good service. Many guests comment on the value for money and the welcoming atmosphere, frequently noting its suitability for a quick overnight stop or a relaxed weekend getaway. It’s a dependable option for travelers prioritizing convenience and a no-frills experience.","2026-04-19 18:48:34",0
363,"Citrus Hotel Coventry South","Hotel","London Road Ryton-on-Dunsmore"," Coventry"," CV8 3DY",52.3667,-1.4386,"https://www.citrushotelcoventry.co.uk","02476303300","Varies",3,3.9,720,"hotel;business","","Modern hotel with meeting facilities just outside Coventry.","","",0
364,"The Farmhouse","Restaurant","215 Beechwood Avenue"," Coventry"," CV5 6HB",52.3947,-1.5486,"https://www.thefarmhouserestaurant.co.uk","02476466177","Varies",3,4.6,90,"restaurant;fusion","","Popular venue known for creative British and Indian fusion dishes.","","",0
365,"Turmeric Gold","Restaurant","24 Spon Street"," Coventry"," CV1 3BA",52.4074,-1.5147,"https://turmericgold.co.uk","02476225889","Varies",2,4.5,90,"restaurant;indian","","Well-known Indian restaurant set in historic timber-framed buildings.","","",0
366,"Selminas Restaurant & Bar","Restaurant","16 Spon Street"," Coventry"," CV1 3BA",52.4073,-1.5146,"https://selminas.co.uk","02475263100","Varies",2,4.5,90,"restaurant;mediterranean","","Cosy Mediterranean restaurant offering homemade dishes.","Selminas Restaurant & Bar is a delightful Mediterranean escape nestled in the heart of Coventry. This cosy establishment is renowned for its authentic homemade dishes, transporting diners to the sun-drenched shores of the Mediterranean with every bite. Visitors often find themselves drawn to the warm and inviting atmosphere, a perfect setting for a relaxed meal or a celebratory gathering. The restaurant’s commitment to traditional recipes and fresh ingredients consistently impresses guests, leading many to return for the quality of the food and the overall experience. Selminas offers a truly memorable dining experience, solidifying its place as a popular choice for those seeking delicious Mediterranean cuisine in Coventry.","2026-04-17 19:57:18",0
367,"Cosy Club Coventry","Restaurant","Cathedral Lanes Broadgate"," Coventry"," CV1 1LL",52.4081,-1.5107,"https://cosyclub.co.uk","02475092760","Varies",3,4.4,90,"restaurant;brunch","","Stylish all-day dining spot serving brunch","Cosy Club Coventry is a delightful all-day dining spot offering a truly special experience. This restaurant and brunch venue has quickly become a popular choice for locals and visitors alike, known for its stylish and inviting atmosphere. Guests frequently comment on the warm and comfortable setting, making it an ideal place to relax and enjoy a leisurely meal. Many visitors often find themselves returning for the consistently good food and the overall ambiance. Cosy Club Coventry provides a welcoming space for brunch, lunch, or dinner, and is a great place to spend an afternoon indulging in delicious food and drinks.","2026-04-17 19:57:23",0
368,"Nando's Coventry","Restaurant","Cathedral Lanes Shopping Centre Broadgate","Coventry","CV1 1LL",52.4082,-1.5106,"https://www.nandos.co.uk","02476230840","Varies",2,4.3,60,"restaurant;chicken","","Casual restaurant famous for flame-grilled peri-peri chicken.","","",0
369,"Jinseon Korean BBQ Restaurant","Restaurant","8 Spon Street"," Coventry"," CV1 3BA",52.4071,-1.5148,"https://jinseon.co.uk","02476229111","Varies",3,4.6,90,"restaurant;korean","","Authentic Korean BBQ restaurant popular with university students.","Jinseon Korean BBQ is a vibrant and popular spot in Coventry, particularly favored by the local university crowd. This authentic Korean restaurant offers a fantastic and engaging dining experience centered around the traditional Korean BBQ format. Visitors often find themselves drawn to the lively atmosphere and the interactive nature of cooking their own marinated meats at the table – a truly immersive way to enjoy Korean cuisine. The restaurant consistently receives positive feedback for the quality of its ingredients and the generous portions served. Many guests come back for the atmosphere and the delicious food, making Jinseon a reliable choice for a fun and flavorful meal with friends.","2026-04-17 19:57:12",0
370,"Hadramud Mindi Restaurant","Restaurant","155 Far Gosford Street"," Coventry"," CV1 5DL",52.4061,-1.5004,"https://hadramudmindi.co.uk","02476222255","Varies",2,4.6,90,"restaurant;middle-eastern","","Highly rated Yemeni restaurant known for traditional mandi dishes.","","",0
371,"7Bone Burger Co Coventry","Restaurant","8 Warwick Row"," Coventry"," CV1 1EX",52.4068,-1.5121,"https://7bone.co.uk","02475260777","Varies",2,4.5,60,"restaurant;burgers","https://7bone.co.uk/uploads/images/Northampton.jpg","Trendy burger restaurant serving American-style comfort food.","","",0
372,"The Artisan Bar & Grill","Restaurant","Unit 9 Warwick Row"," Coventry"," CV1 1EX",52.4069,-1.512,"https://artisanbarandgrill.co.uk","02476239777","Varies",3,4.4,90,"restaurant;grill","","Modern grill restaurant offering steaks and European dishes.","","",0
373,"Rising Cafe","Restaurant","1 Trinity Street"," Coventry"," CV1 1FJ",52.4086,-1.5104,"https://betel.uk/rising-cafe","02476222260","Varies",1,4.7,60,"restaurant;cafe","","Community cafÃ© serving brunch and coffee in a relaxed setting.","Rising Cafe is a beloved community cafe nestled in Coventry, offering a delightful blend of restaurant and cafe experiences. Visitors often find themselves drawn to its relaxed and welcoming atmosphere, a perfect spot to unwind and enjoy a delicious meal. The menu centers around fantastic brunch options and expertly brewed coffee, catering to a wide range of tastes and preferences. Many guests come back for the comfortable setting and consistently good food, creating a truly enjoyable experience. It’s a popular choice for both a casual weekday treat and a weekend gathering, solidifying Rising Cafe’s place as a cherished local spot.","2026-04-19 18:54:44",0
374,"Coventry Cathedral","Attraction","Priory Street"," Coventry"," CV1 5FB",52.4083,-1.5079,"https://www.coventrycathedral.org.uk","02476521000","Varies",1,3.7,5,"landmark;historic","","Iconic modern cathedral built beside the ruins of the WWII-bombed original.","Coventry Cathedral stands as a profoundly moving landmark, a testament to both destruction and remarkable rebirth. The cathedral’s story is uniquely compelling: a medieval Gothic structure was tragically destroyed during World War II by bombing raids. Alongside the ruins of the original, a strikingly modern cathedral was built in the 1960s, a deliberate act of faith and a symbol of hope. This juxtaposition of old and new creates a powerful and unforgettable experience for all who visit. Many guests describe a deeply spiritual atmosphere within the cathedral, drawn to the quiet contemplation offered by the ruins and the light-filled modern space. Visitors often find themselves returning to reflect on the building’s complex history and the resilience it represents. It’s a place where the echoes of the past blend seamlessly with a sense of present peace, making it a truly historic and memorable destination.","2026-04-22 21:46:16",0
375,"Herbert Art Gallery & Museum","Attraction","Jordan Well"," Coventry"," CV1 5QP",52.408,-1.5077,"https://www.theherbert.org","02476234567","Varies",1,3.5,5,"museum;art","","Major cultural museum featuring art","The Herbert Art Gallery & Museum in Coventry is a significant cultural destination, offering a diverse collection of art and historical artifacts. It’s a major museum showcasing a wide range of exhibits, from fine art and ceramics to displays exploring the city’s rich industrial heritage and social history. Visitors often find themselves captivated by the breadth of the collection and the thoughtfully curated displays that bring Coventry’s past to life. Many guests come back for the atmosphere, appreciating the building’s architecture and the engaging way the museum presents its exhibits. It’s a place where people can spend hours exploring, discovering new interests, and gaining a deeper understanding of Coventry’s place in the wider world.","2026-04-20 11:47:06",0
376,"Coventry Transport Museum","Museum","Hales Street","Coventry","CV1 1JD",52.409,-1.5101,"https://www.transport-museum.com","02476234555","Varies",2,4.7,90,"museum;transport","","Home to the worldâ€™s largest collection of British road transport.","","",0
378,"War Memorial Park","Park","Kenilworth Road","Coventry","CV3 6PT",52.3896,-1.519,"https://www.coventry.gov.uk","","Varies",1,4.6,90,"park;memorial","","Large city park with sports facilities and walking trails.","War Memorial Park is a sprawling green space offering a welcome respite within Coventry. This large city park provides a diverse range of activities for visitors, from enjoying leisurely walks along its extensive network of walking trails to utilizing the various sports facilities available. The park’s layout encourages both active recreation and quiet contemplation, making it a popular choice for families and individuals alike. Many guests appreciate the park’s historical significance as a memorial, combined with its beautiful landscaping and relaxed atmosphere. Visitors often find themselves returning to enjoy the open space and the sense of peace it provides, cementing its place as a valued community asset and a memorable part of a Coventry visit.","2026-04-21 12:45:50",0
379,"Coventry Canal Basin","Attraction","St Nicholas Street"," Coventry"," CV1 4LY",52.411,-1.5162,"https://canalrivertrust.org.uk","02476225210","Varies",1,3.9,4,"canal;historic","","Historic canal basin surrounded by restored warehouses and cafÃ©s.","","",0
382,"Midland Air Museum","Museum","Rowley Road Baginton","Coventry","CV3 4FR",52.3692,-1.4797,"https://www.midlandairmuseum.co.uk","02476306630","Varies",2,4.5,90,"museum;aviation","","Museum displaying historic aircraft and aviation exhibits.","","",0
383,"Lady Godiva Statue","History","Broadgate","Coventry","CV1 1LL",52.4081,-1.5105,"https://www.coventry.gov.uk","","Varies",1,4.4,30,"landmark;historic","","Famous statue commemorating the legendary Lady Godiva.","The Lady Godiva Statue in Coventry is a truly iconic landmark, a powerful symbol of the city’s rich history and a poignant tribute to the legendary Lady Godiva. This impressive statue commemorates the tale of the 9th-century noblewoman who famously rode her horse naked through the streets to protest unfair taxation by her husband, Leofric, Earl of Mercia. It’s a place steeped in legend and a significant part of Coventry’s heritage, drawing visitors from around the globe. Many guests find themselves captivated by the statue’s imposing presence and the story it represents. Visitors often find themselves returning to admire the craftsmanship and reflect on the enduring themes of justice and generosity associated with Lady Godiva’s remarkable act. The surrounding area provides a pleasant space for contemplation, adding to the overall atmosphere of this historic and memorable destination.","2026-04-17 19:37:49",0
384,"The Grand York","Hotel","Station Rise","York","YO1 6GD",53.959,-1.0909,"https://www.thegrandyork.co.uk","01904653333","Varies",4,4.7,720,"hotel;luxury","","Luxury hotel in a historic Edwardian railway headquarters building.","The Grand York offers a truly exceptional experience, residing within the magnificent former Edwardian railway headquarters of York. This luxury hotel seamlessly blends historic grandeur with modern comfort, creating a unique and memorable stay. Visitors often describe the building itself as breathtaking, appreciating the soaring ceilings and intricate architectural details that speak to its impressive past. Many guests are captivated by the hotel’s atmosphere, noting a sense of elegance and sophistication that permeates every corner. The Grand York consistently receives praise for its attentive service and beautifully appointed rooms, making it a popular choice for those seeking a special occasion or a luxurious escape within the heart of York’s vibrant city.","2026-04-17 19:37:54",0
